producto,marca,grupo,precio,precio_lista,super,url
Madalena Bimbo Rellena Dulce De Leche 190 G,bimbo,bimbo,117,117,tata,https://www.tata.com.uy/madalena-bimbo-rellena-dulce-de-leche-190-g-152701/p
Madalenas Bimbo Vainilla 200 G,bimbo,bimbo,135,135,tata,https://www.tata.com.uy/madalenas-bimbo-vainilla-200-g-152700/p
Madalenas Rellenas de Dulce de Leche BIMBO 180 gr,bimbo,bimbo,143,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/madalenas-rellenas-de-dulce-de-leche-bimbo-180-gr.producto?420355,,42"
Madalenas Vainilla BIMBO 200 gr,bimbo,bimbo,144,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/madalenas-vainilla-bimbo-200-gr.producto?420350,,42"
Pan BIMBO integral artesano 530g,bimbo,bimbo,195,,devoto,https://www.devoto.com.uy/product/pan-bimbo-integral-artesano-530g/660290
Pan BIMBO integral artesano 530g,bimbo,bimbo,195,,disco,https://www.disco.com.uy/product/pan-bimbo-integral-artesano-530g/660290
Pan BIMBO Lacteado Fuente de Vitamina D 570 gr,bimbo,bimbo,164,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-bimbo-lacteado-fuente-de-vitamina-d-570-gr.producto?1565118,,42"
Pan Bimbo Mix Cereales Vital 540 G,bimbo,bimbo,215,215,tata,https://www.tata.com.uy/pan-bimbo-mix-cereales-vital-540-g-136884/p
Pan Blanco Artesano BIMBO con Masa Madre 500 gr,bimbo,bimbo,206,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-blanco-artesano-bimbo-con-masa-madre-500-gr.producto?381170,,42"
Pan Blanco Bimbo Artesano 500 G,bimbo,bimbo,190,190,tata,https://www.tata.com.uy/pan-blanco-bimbo-artesano-500-g-823/p
Pan blanco BIMBO artesano 540 g,bimbo,bimbo,169,,devoto,https://www.devoto.com.uy/product/pan-blanco-bimbo-artesano-540-g/660362
Pan blanco BIMBO artesano 540 g,bimbo,bimbo,169,,disco,https://www.disco.com.uy/product/pan-blanco-bimbo-artesano-540-g/660362
Pan Blanco Bimbo Cero 500 G,bimbo,bimbo,183,183,tata,https://www.tata.com.uy/pan-blanco-bimbo-cero-500-g-117856/p
Pan Blanco BIMBO Cero Cero 500 gr,bimbo,bimbo,199,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-blanco-bimbo-cero-cero-500-gr.producto?1541427,,42"
Pan blanco en rodajas BIMBO cero 500 g,bimbo,bimbo,192,,devoto,https://www.devoto.com.uy/product/pan-blanco-en-rodajas-bimbo-cero-500-g/661652
Pan blanco en rodajas BIMBO cero 500 g,bimbo,bimbo,192,,disco,https://www.disco.com.uy/product/pan-blanco-en-rodajas-bimbo-cero-500-g/661652
Pan brioche BIMBO artesano x4 240 g,bimbo,bimbo,123,,devoto,https://www.devoto.com.uy/product/pan-brioche-bimbo-artesano-x4-240-g/661630
Pan brioche BIMBO artesano x4 240 g,bimbo,bimbo,123,,disco,https://www.disco.com.uy/product/pan-brioche-bimbo-artesano-x4-240-g/661630
Pan con semillas BIMBO vital 540 g,bimbo,bimbo,225,,devoto,https://www.devoto.com.uy/product/pan-con-semillas-bimbo-vital-540-g/201109
Pan con semillas BIMBO vital 540 g,bimbo,bimbo,225,,disco,https://www.disco.com.uy/product/pan-con-semillas-bimbo-vital-540-g/201109
Pan De Papa Bimbo Artesano 4U 300 G,bimbo,bimbo,123,123,tata,https://www.tata.com.uy/pan-de-papa-bimbo-artesano-4u-300-g-138617/p
Pan de papa para hamburguesa artesano BIMBO 300 g,bimbo,bimbo,123,,devoto,https://www.devoto.com.uy/product/pan-de-papa-para-hamburguesa-artesano-bimbo-300-g/663951
Pan de papa para hamburguesa artesano BIMBO 300 g,bimbo,bimbo,123,,disco,https://www.disco.com.uy/product/pan-de-papa-para-hamburguesa-artesano-bimbo-300-g/663951
Pan de Viena BIMBO (8 un.) 300 g,bimbo,bimbo,135,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-de-viena-bimbo-8-un.-300-g.producto?1570746,,42"
Pan de viena BIMBO x8 unidades 300 g,bimbo,bimbo,134,,devoto,https://www.devoto.com.uy/product/pan-de-viena-bimbo-x8-unidades-300-g/601904
Pan de viena BIMBO x8 unidades 300 g,bimbo,bimbo,134,,disco,https://www.disco.com.uy/product/pan-de-viena-bimbo-x8-unidades-300-g/601904
Pan Hamburguesa Artesano 240 G,bimbo,bimbo,135,135,tata,https://www.tata.com.uy/pan-hamburguesa-artesano-240-g-117854/p
Pan Hamurguesa Brioche 300 G,bimbo,bimbo,123,123,tata,https://www.tata.com.uy/pan-hamurguesa-brioche-300-g-117853/p
Pan Integral Artesano BIMBO con Masa Madre 530 gr,bimbo,bimbo,239,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-integral-artesano-bimbo-con-masa-madre-530-gr.producto?1525201,,42"
Pan Integral BIMBO 620 g,bimbo,bimbo,186,,devoto,https://www.devoto.com.uy/product/pan-integral-bimbo-620-g/602534
Pan Integral BIMBO 620 g,bimbo,bimbo,186,,disco,https://www.disco.com.uy/product/pan-integral-bimbo-620-g/602534
Pan Integral Bimbo Artesano 500 G,bimbo,bimbo,191,191,tata,https://www.tata.com.uy/pan-integral-bimbo-artesano-500-g-86737/p
Pan integral BIMBO cero 520 g,bimbo,bimbo,218,,devoto,https://www.devoto.com.uy/product/pan-integral-bimbo-cero-520-g/661651
Pan integral BIMBO cero 520 g,bimbo,bimbo,218,,disco,https://www.disco.com.uy/product/pan-integral-bimbo-cero-520-g/661651
Pan Integral Bimbo Cero 520 G,bimbo,bimbo,191,191,tata,https://www.tata.com.uy/pan-integral-bimbo-cero-520-g-117855/p
Pan Integral BIMBO Cero Cero 520 gr,bimbo,bimbo,220,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-integral-bimbo-cero-cero-520-gr.producto?1541426,,42"
Pan Integral Con Miel Bimbo 660 G,bimbo,bimbo,159,175,tata,https://www.tata.com.uy/pan-integral-con-miel-bimbo-660-g-822/p
Pan Integral con Miel BIMBO 660 gr,bimbo,bimbo,193,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-integral-con-miel-bimbo-660-gr.producto?331558,,42"
Pan Lactal Sin Sal BIMBO 330 gr,bimbo,bimbo,181,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-lactal-sin-sal-bimbo-330-gr.producto?256646,,42"
Pan Lacteado Bimbo 360 G,bimbo,bimbo,141,141,tata,https://www.tata.com.uy/pan-lacteado-bimbo-360-g-821/p
Pan lacteado BIMBO 400 g,bimbo,bimbo,139,,devoto,https://www.devoto.com.uy/product/pan-lacteado-bimbo-400-g/602554
Pan lacteado BIMBO 400 g,bimbo,bimbo,139,,disco,https://www.disco.com.uy/product/pan-lacteado-bimbo-400-g/602554
Pan Lacteado Bimbo 570 G,bimbo,bimbo,150,162,tata,https://www.tata.com.uy/pan-lacteado-bimbo-570-g-820/p
Pan Lacteado BIMBO 590 g,bimbo,bimbo,139,162,devoto,https://www.devoto.com.uy/product/pan-lacteado-bimbo-590-g/602546
Pan Lacteado BIMBO 590 g,bimbo,bimbo,139,162,disco,https://www.disco.com.uy/product/pan-lacteado-bimbo-590-g/602546
Pan Lacteado Bimbo Sin Sal 390 G,bimbo,bimbo,163,163,tata,https://www.tata.com.uy/pan-lacteado-bimbo-sin-sal-390-g-7776/p
Pan Lacteado Mediano BIMBO 360 gr,bimbo,bimbo,144,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-lacteado-mediano-bimbo-360-gr.producto?330166,,42"
Pan lacteado sin sal BIMBO 400 g,bimbo,bimbo,175,,devoto,https://www.devoto.com.uy/product/pan-lacteado-sin-sal-bimbo-400-g/602555
Pan lacteado sin sal BIMBO 400 g,bimbo,bimbo,175,,disco,https://www.disco.com.uy/product/pan-lacteado-sin-sal-bimbo-400-g/602555
Pan Mix Cereales VITAL Bimbo 510 gr,bimbo,bimbo,227,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-mix-cereales-vital-bimbo-510-gr.producto?1533462,,42"
Pan mix de cerales Vital BIMBO 540 g,bimbo,bimbo,225,,devoto,https://www.devoto.com.uy/product/pan-mix-de-cerales-vital-bimbo-540-g/661373
Pan mix de cerales Vital BIMBO 540 g,bimbo,bimbo,225,,disco,https://www.disco.com.uy/product/pan-mix-de-cerales-vital-bimbo-540-g/661373
Pan para hamburguesa x4 BIMBO artesano 240 g,bimbo,bimbo,109,,devoto,https://www.devoto.com.uy/product/pan-para-hamburguesa-x4-bimbo-artesano-240-g/661650
Pan para hamburguesa x4 BIMBO artesano 240 g,bimbo,bimbo,109,,disco,https://www.disco.com.uy/product/pan-para-hamburguesa-x4-bimbo-artesano-240-g/661650
Pan Semillas Vital Bimbo 510 G,bimbo,bimbo,215,215,tata,https://www.tata.com.uy/pan-semillas-vital-bimbo-510-g-804/p
Pan tortuga BIMBO 6 un. 300 g,bimbo,bimbo,134,,devoto,https://www.devoto.com.uy/product/pan-tortuga-bimbo-6-un-300-g/201932
Pan tortuga BIMBO 6 un. 300 g,bimbo,bimbo,134,,disco,https://www.disco.com.uy/product/pan-tortuga-bimbo-6-un-300-g/201932
Pan Tortuga BIMBO Artesano 4 Unidades,bimbo,bimbo,124,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-tortuga-bimbo-artesano-4-unidades.producto?1541518,,42"
Pan Tortuga BIMBO Brioche 4 Unidades,bimbo,bimbo,127,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-tortuga-bimbo-brioche-4-unidades.producto?1541517,,42"
Pan Tortuga Bimbo Clásica 6 U,bimbo,bimbo,119,119,tata,https://www.tata.com.uy/pan-tortuga-bimbo-clasica-6-u-3764/p
Pan tortuga BIMBO con sésamo x 6 330 g,bimbo,bimbo,141,,devoto,https://www.devoto.com.uy/product/pan-tortuga-bimbo-con-sesamo-x-6-330-g/601811
Pan tortuga BIMBO con sésamo x 6 330 g,bimbo,bimbo,141,,disco,https://www.disco.com.uy/product/pan-tortuga-bimbo-con-sesamo-x-6-330-g/601811
Pan Tortuga BIMBO Rebanada 0% Colesterol x 6 Unidades 330 gr,bimbo,bimbo,135,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-tortuga-bimbo-rebanada-0%25-colesterol-x-6-unidades-330-gr.producto?1570745,,42"
Pan Tortuga BIMBO Rebanada con Sésamo x 6 Unidades 330 gr,bimbo,bimbo,146,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-tortuga-bimbo-rebanada-con-sesamo-x-6-unidades-330-gr.producto?1570713,,42"
Pan Tortuga Con Sesamo Bimbo 6 U,bimbo,bimbo,129,129,tata,https://www.tata.com.uy/pan-tortuga-con-sesamo-bimbo-6-u-14577/p
Pan Tortuga de Papa Artesano BIMBO 300 gr,bimbo,bimbo,127,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-tortuga-de-papa-artesano-bimbo-300-gr.producto?1560386,,42"
Pan Viena Bimbo Bolsa 8 U,bimbo,bimbo,119,119,tata,https://www.tata.com.uy/pan-viena-bimbo-bolsa-8-u-3765/p
Rapiditas BIMBO Chía Linaza (8 un.),bimbo,bimbo,179,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/rapiditas-bimbo-chia-linaza-8-un..producto?1583467,,42"
Rapiditas BIMBO Light (10 un.),bimbo,bimbo,179,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/rapiditas-bimbo-light-10-un..producto?54733,,42"
Rapiditas Con Lino Y Chia Bimbo 8 U,bimbo,bimbo,145,172,tata,https://www.tata.com.uy/rapiditas-con-lino-y-chia-bimbo-8-u-157041/p
Rapiditas Light Bimbo 10 U,bimbo,bimbo,145,172,tata,https://www.tata.com.uy/rapiditas-light-bimbo-10-u-806/p
Rapiditas Tradicional Bimbo 10 U,bimbo,bimbo,145,172,tata,https://www.tata.com.uy/rapiditas-tradicional-bimbo-10-u-805/p
Tortilla Rapiditas Wrap XL BIMBO (6 un.) 420 g,bimbo,bimbo,199,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/tortilla-rapiditas-wrap-xl-bimbo-6-un.-420-g.producto?1514413,,42"
Tortillas rapiditas BIMBO 310 g,bimbo,bimbo,139,168,devoto,https://www.devoto.com.uy/product/tortillas-rapiditas-bimbo-310-g/664153
Tortillas rapiditas BIMBO 310 g,bimbo,bimbo,139,168,disco,https://www.disco.com.uy/product/tortillas-rapiditas-bimbo-310-g/664153
Tortillas rapiditas BIMBO light 310 g,bimbo,bimbo,139,168,devoto,https://www.devoto.com.uy/product/tortillas-rapiditas-bimbo-light-310-g/664154
Tortillas rapiditas BIMBO light 310 g,bimbo,bimbo,139,168,disco,https://www.disco.com.uy/product/tortillas-rapiditas-bimbo-light-310-g/664154
Tortillas Rapiditas BIMBO Lino Chía 250 g,bimbo,bimbo,139,,devoto,https://www.devoto.com.uy/product/tortillas-rapiditas-bimbo-lino-chia-250-g/373987
Tortillas Rapiditas BIMBO Lino Chía 250 g,bimbo,bimbo,139,,disco,https://www.disco.com.uy/product/tortillas-rapiditas-bimbo-lino-chia-250-g/373987
Tortillas Rapiditas Bimbo Maxi 6 U 420 G,bimbo,bimbo,175,175,tata,https://www.tata.com.uy/tortillas-rapiditas-bimbo-maxi-6-u-420-g-86711/p
Tortillas rapiditas BIMBO maxi 6 un. 420 g,bimbo,bimbo,193,,devoto,https://www.devoto.com.uy/product/tortillas-rapiditas-bimbo-maxi-6-un-420-g/345155
Tortillas rapiditas BIMBO maxi 6 un. 420 g,bimbo,bimbo,193,,disco,https://www.disco.com.uy/product/tortillas-rapiditas-bimbo-maxi-6-un-420-g/345155
Vainilla Bimbo 148 G,bimbo,bimbo,129,129,tata,https://www.tata.com.uy/vainilla-bimbo-148-g-3776/p
Vainilla BIMBO 74 g,bimbo,bimbo,73,,devoto,https://www.devoto.com.uy/product/vainilla-bimbo-74-g/602694
Vainilla BIMBO 74 g,bimbo,bimbo,73,,disco,https://www.disco.com.uy/product/vainilla-bimbo-74-g/602694
Vainillas BIMBO 148 g,bimbo,bimbo,130,,devoto,https://www.devoto.com.uy/product/vainillas-bimbo-148-g/660635
Vainillas BIMBO 148 g,bimbo,bimbo,130,,disco,https://www.disco.com.uy/product/vainillas-bimbo-148-g/660635
Vainillas BIMBO 148g,bimbo,bimbo,131,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/vainillas-bimbo-148g.producto?410372,,42"
Vainillas BIMBO 444 g,bimbo,bimbo,279,,devoto,https://www.devoto.com.uy/product/vainillas-bimbo-444-g/660637
Vainillas BIMBO 444 g,bimbo,bimbo,279,,disco,https://www.disco.com.uy/product/vainillas-bimbo-444-g/660637
Vainillas BIMBO 480g,bimbo,bimbo,338,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/vainillas-bimbo-480g.producto?343223,,42"
Vainillas Bimbo 74 G,bimbo,bimbo,63,63,tata,https://www.tata.com.uy/vainillas-bimbo-74-g-169382/p
Vainillas BIMBO 74 gr,bimbo,bimbo,78,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/vainillas-bimbo-74-gr.producto?1590865,,42"
Pan americano grande LOS SORCHANTES 480 g,los sorchantes,bimbo,139,,devoto,https://www.devoto.com.uy/product/pan-americano-grande-los-sorchantes-480-g/602318
Pan americano grande LOS SORCHANTES 480 g,los sorchantes,bimbo,139,,disco,https://www.disco.com.uy/product/pan-americano-grande-los-sorchantes-480-g/602318
Pan Americano Los Sorchantes Grande 480 G,los sorchantes,bimbo,115,131,tata,https://www.tata.com.uy/pan-americano-los-sorchantes-grande-480-g-3757/p
Pan de Viena LOS SORCHANTES 8 Unidades 180 gr,los sorchantes,bimbo,129,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-de-viena-los-sorchantes-8-unidades-180-gr.producto?4545,,42"
Pan integral familiar LOS SORCHANTES 550 g,los sorchantes,bimbo,169,,devoto,https://www.devoto.com.uy/product/pan-integral-familiar-los-sorchantes-550-g/601711
Pan integral familiar LOS SORCHANTES 550 g,los sorchantes,bimbo,169,,disco,https://www.disco.com.uy/product/pan-integral-familiar-los-sorchantes-550-g/601711
Pan Integral LOS SORCHANTES 550 gr,los sorchantes,bimbo,171,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-integral-los-sorchantes-550-gr.producto?1565117,,42"
Pan Integral Los Sorchantes Familiar 570 G,los sorchantes,bimbo,125,169,tata,https://www.tata.com.uy/pan-integral-los-sorchantes-familiar-570-g-3759/p
Pan Lacteado LOS SORCHANTES 480 gr,los sorchantes,bimbo,140,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-lacteado-los-sorchantes-480-gr.producto?1565871,,42"
Pan Rallado Comun Los Sorchantes 400 G,los sorchantes,bimbo,125,125,tata,https://www.tata.com.uy/pan-rallado-comun-los-sorchantes-400-g-136772/p
Pan Rallado Los Sorchante Saborizado 800 G,los sorchantes,bimbo,195,195,tata,https://www.tata.com.uy/pan-rallado-los-sorchante-saborizado-800-g-136770/p
Pan rallado LOS SORCHANTES 400 g,los sorchantes,bimbo,125,,devoto,https://www.devoto.com.uy/product/pan-rallado-los-sorchantes-400-g/346268
Pan rallado LOS SORCHANTES 400 g,los sorchantes,bimbo,125,,disco,https://www.disco.com.uy/product/pan-rallado-los-sorchantes-400-g/346268
Pan rallado LOS SORCHANTES 800 g,los sorchantes,bimbo,189,,devoto,https://www.devoto.com.uy/product/pan-rallado-los-sorchantes-800-g/346269
Pan rallado LOS SORCHANTES 800 g,los sorchantes,bimbo,187,,disco,https://www.disco.com.uy/product/pan-rallado-los-sorchantes-800-g/346269
Pan Rallado LOS SORCHANTES 800 gr,los sorchantes,bimbo,191,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-rallado-los-sorchantes-800-gr.producto?1545589,,42"
Pan Rallado Los Sorchantes Comun 800 G,los sorchantes,bimbo,185,185,tata,https://www.tata.com.uy/pan-rallado-los-sorchantes-comun-800-g-136769/p
Pan Rallado LOS SORCHANTES Saborizado 800 gr,los sorchantes,bimbo,198,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-rallado-los-sorchantes-saborizado-800-gr.producto?1545590,,42"
Pan rallado saborizado LOS SORCHANTES 400 g,los sorchantes,bimbo,130,,devoto,https://www.devoto.com.uy/product/pan-rallado-saborizado-los-sorchantes-400-g/346270
Pan rallado saborizado LOS SORCHANTES 400 g,los sorchantes,bimbo,130,,disco,https://www.disco.com.uy/product/pan-rallado-saborizado-los-sorchantes-400-g/346270
Pan Rallado Saborizado Los Sorchantes 400 G,los sorchantes,bimbo,130,130,tata,https://www.tata.com.uy/pan-rallado-saborizado-los-sorchantes-400-g-136768/p
Pan rallado saborizado LOS SORCHANTES 800 g,los sorchantes,bimbo,196,,devoto,https://www.devoto.com.uy/product/pan-rallado-saborizado-los-sorchantes-800-g/346271
Pan rallado saborizado LOS SORCHANTES 800 g,los sorchantes,bimbo,196,,disco,https://www.disco.com.uy/product/pan-rallado-saborizado-los-sorchantes-800-g/346271
Pan Tortuga LOS SORCHANTES 6 un.,los sorchantes,bimbo,125,,devoto,https://www.devoto.com.uy/product/pan-tortuga-los-sorchantes-6-un/602383
Pan Tortuga LOS SORCHANTES 6 un.,los sorchantes,bimbo,125,,disco,https://www.disco.com.uy/product/pan-tortuga-los-sorchantes-6-un/602383
Pan Tortuga LOS SORCHANTES 6 Unidades 280 gr,los sorchantes,bimbo,126,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/pan-tortuga-los-sorchantes-6-unidades-280-gr.producto?4547,,42"
Pan Tortuga Los Sorchantes Clásica 6 U,los sorchantes,bimbo,122,122,tata,https://www.tata.com.uy/pan-tortuga-los-sorchantes-clasica-6-u-832/p
Pan Viena Los Sorchantes 180 G,los sorchantes,bimbo,122,122,tata,https://www.tata.com.uy/pan-viena-los-sorchantes-180-g-828/p
Pan Viena LOS SORCHANTES 8 un 210 g,los sorchantes,bimbo,125,,devoto,https://www.devoto.com.uy/product/pan-viena-los-sorchantes-8-un-210-g/602385
Pan Viena LOS SORCHANTES 8 un 210 g,los sorchantes,bimbo,125,,disco,https://www.disco.com.uy/product/pan-viena-los-sorchantes-8-un-210-g/602385
Galleta Mini Cracker Semillas MAESTRO CUBANO 300 gr,maestro cubano,bimbo,132,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galleta-mini-cracker-semillas-maestro-cubano-300-gr.producto?1521099,,42"
Galletas Cuban Cracker al Agua MAESTRO CUBANO 330 gr,maestro cubano,bimbo,126,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-cuban-cracker-al-agua-maestro-cubano-330-gr.producto?1521082,,42"
Galletas Gran Dulce Sabor Vainilla MAESTRO CUBANO 400 gr,maestro cubano,bimbo,122,,tiendainglesa,"https://www.tiendainglesa.com.uy/supermercado/galletas-gran-dulce-sabor-vainilla-maestro-cubano-400-gr.producto?1554137,,42"
Galletas MAESTRO CUBANO cuban cracker 330 g,maestro cubano,bimbo,118,,devoto,https://www.devoto.com.uy/product/galletas-maestro-cubano-cuban-cracker-330-g/665270
Galletas MAESTRO CUBANO cuban cracker 330 g,maestro cubano,bimbo,118,,disco,https://www.disco.com.uy/product/galletas-maestro-cubano-cuban-cracker-330-g/665270
Galletas Maestro Cubano Cuban Cracker 330 G,maestro cubano,bimbo,128,128,tata,https://www.tata.com.uy/galletas-maestro-cubano-cuban-cracker-330-g-86738/p
Galletas MAESTRO CUBANO mini crackers 300 g,maestro cubano,bimbo,118,,devoto,https://www.devoto.com.uy/product/galletas-maestro-cubano-mini-crackers-300-g/665264
Galletas MAESTRO CUBANO mini crackers 300 g,maestro cubano,bimbo,118,,disco,https://www.disco.com.uy/product/galletas-maestro-cubano-mini-crackers-300-g/665264
